portfolio,id_ordre_travail,id_demande,etat,motif_standby,anomalie,urgence,impact_disponibilite,vandalisme,palliative,avec_demande_pdr,est_reouvert,site,zone,famille,groupe,localisation,actif,demandeur,ot_fils,date_declaration,createur_ot,date_creation_ot,utilisateur_prestataire,date_debut_reparation,responsable_cloture,date_cloture,commentaire_cloture,responsable_reouverture,date_reouverture,commentaire_ouverture,validateur_travaux,date_validation,responsable_rejet,date_rejet,motif_rejet,prestataire,cout_maindoeuvre,cout_pdr,cout_bc,cout_total,description,plateforme_creation,plateforme_prestataire,plateforme_cloture,plateforme_rejet,plateforme_reouverture,plateforme_validation,nombre_main_doeuvre,duree_intervention_par_heure,id_actif,time_to_closure_hours,time_to_start_hours,num_spare_parts_requests,total_parts_quantity,total_parts_cost,parts_articles,parts_families,parts_request_status
batiment,15103,15196,OT Cloturé,,Défaillance du tubes,Moyen,non,False,False,True,False,TM1,SAS EXPORT,Equipement éclairage,Caisson lumineux,Batiment 4-G,Caisson lumineux 2,sup-tmu-bat- 05,Non,2025-03-10 10:50:00,Soufiane chegdali,2025-03-10 12:54:00,sup-tmu-bat- 05,2025-03-10 13:05:00,sup-tmu-bat- 05,2025-03-16 14:05:00,Changement des réglettes ,,,,Soufiane chegdali,2025-05-02 23:35:00,,,,TMU,7538.44,555.0,0.0,8093.44,Plusieurs réglettes grillées au dépotage chambre froid Bâtiment 4 SAS EXPORT .TM1(Erreur actif),MOBILE,WEB,WEB,WEB,WEB,WEB,1,144.97,152991,147.25,0.18333333333333332,1,3.0,555.0,réglette LED 120cm étanche,ELECTRICITE,cloture
batiment,15102,15120,OT Cloturé,,Fissure,Moyen,non,False,False,False,False,MEDHUB,ZFL01,Equipement lot archi / Menuiserie ,Cloison,Entrepôt 90,Cloison -,sup-tmu-bat- 05,Non,2025-03-06 14:02:00,Hicham Elomrani,2025-03-10 12:11:00,sup-tmu-bat- 05,2025-03-10 12:13:00,sup-tmu-bat- 05,2025-03-10 15:12:00,Élimination le problème d'étanchéité ,,,,zakariae lotfi,2025-06-25 10:02:00,,,,TMU,256.3,0.0,0.0,256.3,"Une fissure importante a été constatée sur le revêtement d’étanchéité, compromettant son efficacité et pouvant entraîner des infiltrations d’eau lot 90 MEDHUB(erreur actif)",MOBILE,WEB,WEB,WEB,WEB,WEB,1,2.95,117660,97.16666666666667,0.03333333333333333,0,0.0,0.0,,,
batiment,15101,15192,OT Cloturé,PDR Indisponible : Robinet de service,Manque de robinet,Moyen,oui,False,False,True,False,PPR,PPR01,Equipement plomberie et sanitaire,Robinet ,Sanitaire quai 4,Robinet 1,sup-tmu-bat- 05,Non,2025-03-10 10:33:00,Said Touil,2025-03-10 12:11:00,sup-tmu-bat- 05,2025-03-10 12:12:00,sup-tmu-bat- 05,2025-04-09 12:15:00,Changement des robinets ,,,,Said Touil,2025-05-02 20:50:00,,,,TMU,1192.88,255.0,0.0,1447.88,Trois robinets manquants au bloc sanitaire quai 4,MOBILE,WEB,WEB,WEB,WEB,WEB,1,22.94,177810,721.7,0.016666666666666666,1,3.0,255.0,Robinet OM,PLOMBERIE,cloture
equipement,15100,15125,OT Cloturé,,Fuite,Moyen,non,False,False,False,False,MEDHUB,ZFL01,Equipement de protection contre incendie,Sprinkler,Entrepôt 90,Sprinkler LOT 80 - 90,SUP-TMU-EQ- 03,Non,2025-03-06 14:58:00,Hicham Elomrani,2025-03-10 12:10:00,sup-tmu-bat-eq- 08,2025-03-11 21:14:00,sup-tmu-bat-eq- 08,2025-03-11 22:04:00,réparation fuite ,,,,zakariae lotfi,2025-06-25 10:01:00,,,,TMU,118.77,0.0,0.0,118.77,Fuite d'eau au niveau tête ,MOBILE,WEB,WEB,WEB,WEB,WEB,2,0.83,5723,127.1,33.06666666666667,0,0.0,0.0,,,
equipement,15099,15126,OT Cloturé,,Fuite,Moyen,non,False,False,False,False,MEDHUB,ZFL01,Equipement de protection contre incendie,Sprinkler,Entrepôt 90,Sprinkler LOT 80 - 90,SUP-TMU-EQ- 03,Non,2025-03-06 14:58:00,Hicham Elomrani,2025-03-10 12:10:00,sup-tmu-bat-eq- 08,2025-03-13 10:48:00,sup-tmu-bat-eq- 08,2025-03-13 10:49:00,Repartions Fuite d'eau au niveau tête lot 90,,,,zakariae lotfi,2025-06-25 10:00:00,,,,TMU,2.15,0.0,0.0,2.15,Fuite d'eau au niveau tête ,MOBILE,WEB,WEB,WEB,WEB,WEB,3,0.01,5723,163.85,70.63333333333334,0,0.0,0.0,,,
batiment,15098,15193,OT Cloturé,PDR Indisponible : Robinet de service,Manque de robinet,Moyen,oui,False,False,True,False,PPR,PPR01,Equipement plomberie et sanitaire,Robinet ,Sanitaire et mosquee Quai 6,Robinet 3,sup-tmu-bat- 05,Non,2025-03-10 10:36:00,Said Touil,2025-03-10 12:10:00,sup-tmu-bat- 05,2025-03-10 12:12:00,sup-tmu-bat- 05,2025-04-09 12:17:00,Pose de robinet ,,,,Said Touil,2025-05-02 20:50:00,,,,TMU,1193.92,85.0,0.0,1278.92,Robinet manquent au bloc sanitaire quai 6 PPR,MOBILE,WEB,WEB,WEB,WEB,WEB,1,22.96,157999,721.6833333333333,0.03333333333333333,1,1.0,85.0,Robinet OM,PLOMBERIE,cloture
batiment,15097,15143,OT Cloturé,,Gonflement d'étanchéité,Moyen,non,False,False,False,False,MEDHUB,ZFL01,Element de structure ,Toiture,Entrepôt 61,Toiture -,sup-tmu-bat- 05,Non,2025-03-07 13:44:00,Hicham Elomrani,2025-03-10 12:06:00,sup-tmu-bat-eq- 08,2025-03-21 14:29:00,sup-tmu-bat- 05,2025-03-21 15:10:00,Réparation le problème de l'étanchéité de toit ,,,,zakariae lotfi,2025-06-25 10:01:00,,,,TMU,111.21,0.0,0.0,111.21,"Une infiltration d’eau a été constatée au niveau de la toiture de l’entrepôt 61. Après inspection, il semble que le problème soit dû à une défaillance de l’étanchéité dans une zone spécifique. Cette situation risque d’endommager les équipements et d’altérer les conditions de stockage",MOBILE,WEB,WEB,WEB,WEB,WEB,2,0.64,123504,337.43333333333334,266.3833333333333,0,0.0,0.0,,,
equipement,15096,15189,OT Cloturé,,Dégradation des matériaux ,Moyen,oui,False,False,False,False,TM1,SAS EXPORT,"Equipement de sécurité, contôle et exploitation",Quai niveleur,Batiment 4-G,Quai Niveleur 10 (SasExport-Bat4-ZoneB),SUP-TMU-EQ- 03,Non,2025-03-10 10:26:00,Nour-Eddine  ENNEJMAOUI,2025-03-10 11:17:00,SUP-TMU-EQ- 03,2025-03-11 10:06:00,SUP-TMU-EQ- 03,2025-03-11 16:08:00,soudage support de vérin ,,,,Soufiane chegdali,2025-04-16 20:48:00,,,,TMU,31.48,0.0,0.0,31.48,support de vérin en dommages ,MOBILE,WEB,WEB,WEB,WEB,MOBILE,2,6.03,2102,29.7,22.816666666666666,0,0.0,0.0,,,
equipement,15095,15201,OT Cloturé,,Equipements/accessoires hors services ,Moyen,non,False,False,True,False,PPR,PPR01,"Equipement de sécurité, contôle et exploitation",Rampe mobile,Poste N3,Rampes Poste N3,Nour-Eddine  ENNEJMAOUI,Non,2025-03-10 11:11:00,Nour-Eddine  ENNEJMAOUI,2025-03-10 11:16:00,Nour-Eddine  ENNEJMAOUI,2025-03-10 11:19:00,Nour-Eddine  ENNEJMAOUI,2025-03-10 11:58:00,Changement des anodes sacrificielles consommés.,,,,Nour-Eddine  ENNEJMAOUI,2025-03-10 12:01:00,,,,TMU,120.3,2900.0,0.0,3020.3,Usure et consommation des anodes sacrificielles de protection cathodique de la plateforme de rampe.,MOBILE,WEB,WEB,WEB,WEB,WEB,2,0.63,1954,0.7833333333333333,0.05,1,2.0,2900.0,Anodes sacrificielles boulonnées en Zinc type NZ3,ELECTRONIQUE,cloture
batiment,15094,15200,OT Cloturé,,Dysfonctionnement,Moyen,non,False,False,False,False,TM1,TMPC01,Equipement climatisation et VMC,Bouche VMC,Secteur 8,Bouche VMC 1,Hamza Elguetioui,Non,2025-03-10 11:09:00,Hamza Elguetioui,2025-03-10 11:09:00,SUP-TMU-BAT- 02,2025-03-18 11:51:00,sup-tmu-bat- 05,2025-04-08 16:00:00,Réparation le problème d'alimentation de bouche VMC,,,,Hamza Elguetioui,2025-04-29 09:54:00,,,,TMU,26370.24,0.0,0.0,26370.24,VMC hors service dans les WC hommes à côté de la mosquée sectour 8 N 22 et 27,MOBILE,WEB,WEB,WEB,WEB,WEB,1,507.12,78372,700.85,192.7,0,0.0,0.0,,,
batiment,15093,15195,OT Cloturé,,Fissure,Moyen,non,False,False,True,False,TM1,TMPC01,Equipement lot archi / Menuiserie ,Cloison,Secteur 8,Cloison ,SUP- TMPC-02,Non,2025-03-10 10:43:00,Hamza Elguetioui,2025-03-10 11:02:00,SUP-TMU-BAT- 02,2025-03-18 11:51:00,sup-tmu-bat- 05,2025-04-15 16:55:00,Application de silicone pour assurer une bonne étanchéité,,,,Hamza Elguetioui,2025-04-30 11:21:00,,,,TMU,35155.12,0.0,0.0,35155.12,fuite d'eau (infiltrations des eaux pluviales ) sur le bureau 8108 Trasméditerranea ,MOBILE,WEB,WEB,WEB,WEB,WEB,1,676.06,80911,870.2,192.81666666666666,2,12.0,3600.0,silicone,DIVERS,rejet
batiment,15092,15199,OT Cloturé,,Problème d'alimentation,Moyen,non,False,False,True,False,TM1,TMPC01,Equipement éclairage,Spot,Secteur 8,Spot 1,Hamza Elguetioui,Non,2025-03-10 11:01:00,Hamza Elguetioui,2025-03-10 11:01:00,SUP-TMU-BAT- 02,2025-03-13 10:45:00,SUP-TMU-BAT- 02,2025-03-26 22:49:00,changement des bloque secoure et réparation des autres ,,,,Hamza Elguetioui,2025-04-30 11:21:00,,,,TMU,33692.88,1870.0,0.0,35562.88,Tous les blocs secours sont hors service secteur 8,MOBILE,WEB,WEB,WEB,WEB,WEB,2,323.97,91077,395.8,71.73333333333333,1,10.0,1870.0,Bloc autonome d'éclairage,ELECTRICITE,cloture
batiment,15091,15194,OT Cloturé,,caissaon hors service,Moyen,oui,False,False,True,False,TM1,TMPC01,Equipement éclairage,Caisson lumineux,Gare Maritime TMPC,Caisson lumineux 1,SUP-TMU-BAT- 6,Non,2025-03-10 10:37:00,Chaymae Farah,2025-03-10 10:47:00,SUP-TMU-BAT- 6,2025-03-10 12:58:00,SUP-TMU-BAT- 02,2025-03-13 10:13:00,changement réaliser ,,,,Chaymae Farah,2025-03-18 13:09:00,,,,TMU,7199.92,75.0,0.0,7274.92,Besoin lamp leed 60/60,MOBILE,WEB,WEB,WEB,WEB,WEB,2,69.23,159006,71.6,2.183333333333333,1,3.0,75.0,Panel LED 60X60 40W 6000K,ELECTRICITE,cloture
infrastructure,15090,15188,OT Cloturé,,endommage,Moyen,non,False,False,False,False,PPR,PPR01,Voies de circulation,Panneaux de signalisation,PPR,TR,Animateur 01,Non,2025-03-10 06:15:00,Animateur 01,2025-03-10 06:15:00,sup-nzala- 01,2025-03-11 06:46:00,sup-nzala- 01,2025-03-14 06:24:00,Le panneau a été fixé,,,,Said Touil,2025-05-02 20:50:00,,,,NZALA,6884.12,0.0,0.0,6884.12,Panneau de signalisation arraché près du parking N° 13 à la route périphérique au TPR.,WEB,WEB,WEB,WEB,WEB,WEB,2,71.62,42646,96.15,24.516666666666666,0,0.0,0.0,,,
batiment,15089,15187,OT Cloturé,,L'abattant mal fixer,Moyen,non,False,False,False,False,TM1,TMPC01,Equipement plomberie et sanitaire,WC Sanitaire,Gare Maritime TMPC,WC Sanitaire 1,Animateur 01,Non,2025-03-10 05:01:00,Animateur 01,2025-03-10 05:01:00,sup-tmu-bat- 05,2025-03-10 09:46:00,sup-tmu-bat- 05,2025-03-10 10:11:00,Fixation de l'abattant ,,,,Chaymae Farah,2025-03-18 13:09:00,,,,TMU,17.68,0.0,0.0,17.68,Abattant arraché de la chasse d'eau au bloc sanitaire hommes à la salle débarquement à la gare maritime.,WEB,WEB,WEB,WEB,WEB,WEB,1,0.34,161724,5.166666666666667,4.75,0,0.0,0.0,,,
batiment,15088,15186,OT Cloturé,,fuite d'eau,Moyen,non,False,False,True,False,PPR,GATE3,Equipement plomberie et sanitaire,Lavabo,Zone Billetterie,Lavabo 1,Animateur 01,Non,2025-03-10 04:57:00,Animateur 01,2025-03-10 04:57:00,sup-tmu-bat- 05,2025-03-12 10:18:00,sup-tmu-bat- 05,2025-03-14 09:34:00,Changement deux siphons e lavabo ,,,,Said Touil,2025-03-15 21:22:00,,,,TMU,2443.48,320.0,0.0,2763.48,Fuites répétitives d'eaux au niveau de deux siphons lavabos au bloc sanitaire hommes à la zone billetterie au gate 03.,WEB,WEB,WEB,WEB,WEB,WEB,1,46.99,137441,100.61666666666666,53.35,1,2.0,320.0,Siphon de lavabo,PLOMBERIE,cloture
infrastructure,15087,15185,OT Rejeté,,Dégradation,Moyen,non,False,False,False,False,PPR,PPR01,Regard d'assainissement,Regard EU-EPL,PPR Regard EU-EPL,PPR Regard EU-EPL 77,Animateur 01,Non,2025-03-10 04:37:00,Animateur 01,2025-03-10 04:37:00,,,,,,,,,,,Zakaria El marzak,2025-03-11 11:42:00,A la charge du prestataire CAMPEZO  ,NZALA,0.0,0.0,0.0,0.0,Dégradation d'habillage d'un regard au giratoire n° 04 en face bâtiment opérationnel au TPR.,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,32993,,,0,0.0,0.0,,,
infrastructure,15086,15184,OT Cloturé,,Dégradation,Moyen,non,False,False,False,False,PPR,PPR01,Regard d'assainissement,Regard EU-EPL,PPR Regard EU-EPL,PPR Regard EU-EPL 136,Animateur 01,Non,2025-03-10 04:32:00,Animateur 01,2025-03-10 04:32:00,sup-nzala- 01,2025-03-12 07:16:00,sup-nzala- 01,2025-03-14 06:25:00,Les trappes ont été soudées,,,,Said Touil,2025-03-15 21:23:00,,,,NZALA,4532.06,0.0,0.0,4532.06,Grilles caniveau à souder  au niveau du quai 02 au TPR.,WEB,WEB,WEB,WEB,WEB,WEB,2,47.15,33052,97.88333333333334,50.733333333333334,0,0.0,0.0,,,
batiment,15085,15183,OT Cloturé,,Flux lumineux faible ,Moyen,non,False,False,True,False,TM1,SAS IMPORT,Equipement éclairage,Spot,Sanitaire 2 - Parking L,Spot 2,animateur 02,Non,2025-03-10 00:16:00,animateur 02,2025-03-10 00:16:00,sup-tmu-bat- 05,2025-03-10 09:23:00,sup-tmu-bat- 05,2025-03-10 16:29:00,Changement de la lampe ,,,,Soufiane chegdali,2025-07-16 10:12:00,,,,TMU,361.4,0.0,0.0,361.4,Lampe hors service au niveau de bungalow des agents orientations au niveau de la route périphériques TM1 côté station gasoil,WEB,WEB,WEB,WEB,WEB,WEB,1,6.95,1245562,16.216666666666665,9.116666666666667,1,1.0,250.0,Lampe LED E27 15W  6500K,ELECTRICITE,cloture
batiment,15084,15182,OT Cloturé,,Desencastrement,Moyen,non,True,False,False,False,TM1,SAS EXPORT,Equipement éclairage,Interrupteur d'allumage ,Batiment 8-F,IA 2,animateur 02,Non,2025-03-09 22:27:00,animateur 02,2025-03-09 22:27:00,sup-tmu-bat- 05,2025-03-12 09:13:00,sup-tmu-bat- 05,2025-03-12 09:28:00,Fermeture la porte de coffret électrique ,,,,Soufiane chegdali,2025-05-02 23:35:00,,,,TMU,11.44,0.0,0.0,11.44,"Porte de visite, armoire électrique laissée ouverte._x000d_
Présence du risque électrique pour les utilisateurs dudit local.",WEB,WEB,WEB,WEB,WEB,WEB,1,0.22,1226752,59.016666666666666,58.766666666666666,0,0.0,0.0,,,
infrastructure,15083,15181,OT Cloturé,,Dégradation,Moyen,non,False,False,False,False,MEDHUB,ZFL02,Terre plein,Parking,ZFL Parking,ZFL Parking 4,animateur 02,Non,2025-03-09 20:05:00,animateur 02,2025-03-09 20:05:00,sup-nzala- 01,2025-03-11 07:11:00,sup-nzala- 01,2025-03-14 07:26:00,Remise en état de la clôture,,,,zakariae lotfi,2025-06-25 10:00:00,,,,NZALA,0.0,0.0,0.0,0.0,"Une partie de clôture mal fixée, instable et sur le point de chuter sur le trottoir par force du vent fort, ce qui met en danger les utilisateurs de cette zone.",WEB,WEB,WEB,WEB,WEB,WEB,1,72.2,28039,107.35,35.1,0,0.0,0.0,,,
infrastructure,15082,15180,OT Cloturé,,Déformation,Fort,non,False,False,False,False,MEDHUB,ZFL02,Terre plein,Parking,ZFL Parking,ZFL Parking 4,animateur 02,Non,2025-03-09 19:57:00,animateur 02,2025-03-09 19:57:00,sup-nzala- 01,2025-03-12 07:16:00,sup-nzala- 01,2025-03-14 07:26:00,Remise en état de la clôture,,,,zakariae lotfi,2025-06-25 10:00:00,,,,NZALA,0.0,0.0,0.0,0.0,Effondrement d'une partie de clôture en face de l'entrepôt SEBNMA par force du vent fort,WEB,WEB,WEB,WEB,WEB,WEB,1,48.16,28039,107.48333333333333,59.31666666666667,0,0.0,0.0,,,
batiment,15081,15179,OT Cloturé,PDR Indisponible :  TUB T8 120 cm 220V,Lampe grillée,Moyen,non,False,False,True,False,TM1,SAS EXPORT,Equipement éclairage,Lampe linéaire continue ,Batiment 7-H,Lampe linéaire continue 11,animateur 02,Non,2025-03-09 19:48:00,animateur 02,2025-03-09 19:48:00,sup-tmu-bat- 05,2025-03-10 09:29:00,sup-tmu-bat- 05,2025-04-14 15:39:00,Changement des plusieurs lampes au niveau de scanner 2,,,,Soufiane chegdali,2025-07-16 10:12:00,,,,TMU,62758.8,12000.0,0.0,74758.8,Lampes grillées au niveau du scanner 02 SAS EXPORT TM1.,WEB,WEB,WEB,WEB,WEB,WEB,2,603.45,153185,859.85,13.683333333333334,1,100.0,12000.0,Tube LED (T8) 18W 6500K	,ELECTRICITE,cloture
infrastructure,15080,15178,OT Cloturé,,panneaux  clôtures accidenté,Moyen,non,True,False,False,False,TM1,SAS EXPORT,Clôture,Clôture,Sas Export Clôture,Sas Export Clôture 186,animateur 02,Non,2025-03-09 19:35:00,animateur 02,2025-03-09 19:35:00,sup-nzala- 01,2025-04-15 09:11:00,sup-nzala- 01,2025-04-15 09:22:00,Traité,,,,Soufiane chegdali,2025-07-16 10:12:00,,,,NZALA,49.3,0.0,0.0,49.3,Clôture heurtée et endommagée au niveau du parking dépotage SAS EXPORT TM1.,WEB,WEB,WEB,WEB,WEB,WEB,5,0.18,25829,877.7833333333333,877.6,0,0.0,0.0,,,
batiment,15079,15177,OT Cloturé,,Manque distributeur savon,Moyen,non,False,False,True,False,TM2,TM02,Equipement plomberie et sanitaire,Distributeur savon,PNG,Distributeur savon 1,sup-tmu-bat- 05,Non,2025-03-09 14:35:00,sup-tmu-bat- 05,2025-03-09 14:35:00,sup-tmu-bat- 05,2025-03-09 14:37:00,sup-tmu-bat- 05,2025-03-13 09:39:00,Installation deux porte-savons ,,,,Said Touil,2025-05-02 20:50:00,,,,TMU,4733.04,0.0,0.0,4733.04,Deux distributeur-savons manquants au bloc sanitaire de bureau badge TM2,WEB,WEB,WEB,WEB,WEB,WEB,1,91.02,166477,91.06666666666666,0.03333333333333333,1,2.0,1400.0,Distributeur savon liquide INOX,PLOMBERIE,cloture
batiment,15078,15176,OT Cloturé,,Manque distributeur papier et servitte,Moyen,non,False,False,True,False,TM2,TM02,Equipement plomberie et sanitaire,"Distributeur papier, serviette",PNG,"Distributeur papier, serviette 1",sup-tmu-bat- 05,Non,2025-03-09 14:33:00,sup-tmu-bat- 05,2025-03-09 14:33:00,sup-tmu-bat- 05,2025-03-09 14:36:00,sup-tmu-bat- 05,2025-03-13 09:38:00,Pose de porte papier,,,,Said Touil,2025-05-02 20:52:00,,,,TMU,4733.04,0.0,0.0,4733.04,Manque de porte papier au locae sanitaire TM2,WEB,WEB,WEB,WEB,WEB,WEB,1,91.02,156895,91.08333333333333,0.05,2,6.0,1250.0,"Cheville plastique Ø 12, Distributeur papier hygiénique Inox","DIVERS, PLOMBERIE",cloture
batiment,15077,15175,OT Cloturé,,Manque distributeur papier et servitte,Moyen,non,False,False,True,False,TM2,TM02,Equipement plomberie et sanitaire,"Distributeur papier, serviette",PNG,"Distributeur papier, serviette 1",sup-tmu-bat- 05,Non,2025-03-09 14:32:00,sup-tmu-bat- 05,2025-03-09 14:32:00,sup-tmu-bat- 05,2025-03-09 14:35:00,sup-tmu-bat- 05,2025-03-13 09:37:00,Pose de porte papier ,,,,Said Touil,2025-05-02 20:51:00,,,,TMU,4731.48,0.0,0.0,4731.48,Manque de distributeur papier au bloc sanitaire de bureau badge TM2,WEB,WEB,WEB,WEB,WEB,WEB,1,90.99,156896,91.08333333333333,0.05,2,6.0,1250.0,"Distributeur papier hygiénique Inox, Cheville plastique Ø 12","PLOMBERIE, DIVERS",cloture
batiment,15076,15174,OT Cloturé,,Bouchage,Moyen,non,False,False,False,False,TM1,TMPC01,Equipement plomberie et sanitaire,Lavabo,Gare Maritime TMPC,Lavabo 1,sup-tmu-bat- 05,Non,2025-03-09 14:21:00,sup-tmu-bat- 05,2025-03-09 14:21:00,sup-tmu-bat- 05,2025-03-09 14:21:00,sup-tmu-bat- 05,2025-03-09 15:16:00,Débouchage de lavabo ,,,,Chaymae Farah,2025-03-18 13:11:00,,,,TMU,45.76,0.0,0.0,45.76,Bouchage au WC homme GM N11,WEB,WEB,WEB,WEB,WEB,WEB,1,0.88,160853,0.9166666666666666,0.0,0,0.0,0.0,,,
infrastructure,15075,15173,OT Crée,,Endommagement ,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Voirie,Voirie,animateur 02,Non,2025-03-09 12:26:00,animateur 02,2025-03-09 12:26:00,,,,,,,,,,,,,,CAMPEZO,0.0,0.0,0.0,0.0,Les trottoirs en béton sont fortement endommagés au niveau de l’entrée du parking visite de SAS EXPORT TM1.,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,462,,,0,0.0,0.0,,,
equipement,15074,15172,OT Rejeté,"PDR Indisponible : pour votre info le radar a ete endommagé après un accident avec un camion ce qui provoquant des dégâts sur le panneau solaire ( SGM-95w) , connecteur et une carte électronique ( 23HC 387 23H4 252)  ",Échec de l'affichage des données,Moyen,non,False,False,False,False,TM1,TM01,Equipement de signalisation,Radar vitesse,Voie périphérique TM1,Radar vitesse1 Voie périphérique TM1,animateur 02,Non,2025-03-09 05:36:00,animateur 02,2025-03-09 05:36:00,SUP-TMU-EQ 09,2025-06-21 18:00:00,,,,,,,,,Soufiane chegdali,2025-12-25 12:00:00,Répéter sous le N OT 20208 (DI 20812),TMU,0.0,0.0,0.0,0.0,Radar de vitesse hors service au niveau de la route périphériques TM1 côté tc1,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,8983,,2508.4,0,0.0,0.0,,,
batiment,15073,15171,OT Cloturé,,armoire ouverte,Moyen,non,False,False,False,False,TM1,TM01,Equipement électrique,Armoire électrique ,Dalle centrale,Armoire électrique 3,animateur 02,Non,2025-03-08 20:37:00,animateur 02,2025-03-08 20:37:00,sup-tmu-bat- 05,2025-03-14 09:51:00,sup-tmu-bat- 05,2025-03-14 10:04:00,Fermeture la porte de l'armoire électrique ,,,,Soufiane chegdali,2025-07-16 10:12:00,,,,TMU,9.88,0.0,0.0,9.88,"Au niveau de la dalle centrale local technique entrée ONSSA SAS IMPORT TM1. _x000d_
Porte de visite, armoire électrique laissée ouverte, présence du risque électrique pour les utilisateurs de la zone.",WEB,WEB,WEB,WEB,WEB,WEB,1,0.19,173744,133.45,133.23333333333332,0,0.0,0.0,,,
batiment,15072,15170,OT Cloturé,,armoire ouverte,Moyen,non,False,False,False,False,TM1,TM01,Equipement électrique,Armoire électrique ,Dalle centrale,Armoire électrique 3,animateur 02,Non,2025-03-08 20:23:00,animateur 02,2025-03-08 20:23:00,sup-tmu-bat- 05,2025-03-14 09:51:00,sup-tmu-bat- 05,2025-03-14 10:03:00,Fermeture la porte de l'armoire électrique ,,,,Soufiane chegdali,2025-07-16 10:12:00,,,,TMU,8.84,0.0,0.0,8.84,"Porte de visite armoire électrique laissée ouverte après travaux de maintenance, ce qui met en danger électrique les occupants de cette zone.",WEB,WEB,WEB,WEB,WEB,WEB,1,0.17,173740,133.66666666666666,133.46666666666667,0,0.0,0.0,,,
batiment,15071,15169,OT En cours,PDR Indisponible : Verre feuilleté en double (Largeur 233 cm et langueur 106 cm ) épaisseur 3 mm,Vitre fissuré ,Moyen,non,True,False,False,False,TM1,TM01,Equipement lot archi / Menuiserie ,Fenêtre ,Salles banalisees,Fenêtre 3,animateur 02,Non,2025-03-08 20:14:00,animateur 02,2025-03-08 20:14:00,sup-tmu-bat- 05,2025-03-26 14:32:00,,,,,,,,,,,,TMU,0.0,0.0,0.0,0.0,Vitre fissurée au niveau de la salle banalisée SAS IMPORT TM1,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,165145,,426.3,0,0.0,0.0,,,
batiment,15070,15168,OT En stand by,PDR Indisponible : Plaque de bardage 2m/2m,Fissure,Moyen,non,True,False,False,False,TM1,SAS EXPORT,Element de structure ,Dalle,Batiment 1-A,Dalle ,animateur 02,Non,2025-03-08 20:04:00,animateur 02,2025-03-08 20:04:00,sup-tmu-bat- 05,2025-03-09 14:07:00,,,,,,,,,,,,TMU,0.0,0.0,0.0,0.0,Plaque de faux plafond endommagée au niveau de la voie de service SAS EXPORT TM1.,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,151077,,18.05,0,0.0,0.0,,,
infrastructure,15069,15167,OT Cloturé,,Décalage de niveau,Moyen,non,False,False,False,False,PPR,PPR01,Voies de circulation,Voie de roulement,Voirie,Voirie,Animateur 01,Non,2025-03-08 14:20:00,Animateur 01,2025-03-08 14:20:00,sup-nzala- 01,2025-06-01 20:50:00,sup-nzala- 01,2025-06-03 07:18:00,Traité,,,,Said Touil,2025-06-11 23:36:00,,,,NZALA,3314.22,0.0,0.0,3314.22,"Décalage de niveau du sol, causant de l'infiltration de l'eau pluviale à l'intérieur du bâtiment des douanes. ",WEB,WEB,WEB,WEB,WEB,WEB,2,34.48,514,2080.9666666666667,2046.5,0,0.0,0.0,,,
infrastructure,15068,15166,OT Cloturé,,Arrachement,Moyen,non,False,False,False,False,PPR,PPR01,Voies de circulation,Voie de roulement,Voirie,Voirie,Animateur 01,Non,2025-03-08 14:04:00,Animateur 01,2025-03-08 14:04:00,sup-nzala- 01,2025-05-22 06:38:00,sup-nzala- 01,2025-05-23 06:58:00,C'est traité,,,,Said Touil,2025-06-03 23:15:00,,,,NZALA,2337.64,0.0,0.0,2337.64,Séparateurs de voie arrachés au niveau de la rampe du scanner mobile de la zone contrôle des douanes au gate 03.,WEB,WEB,WEB,WEB,WEB,WEB,2,24.32,488,1816.9,1792.5666666666666,0,0.0,0.0,,,
infrastructure,15067,15165,OT Cloturé,,panneaux  clôtures accidenté,Moyen,non,False,False,True,False,PPR,PPR01,Clôture,Clôture,PPR Clôture,PPR Clôture 253,Animateur 01,Non,2025-03-08 13:59:00,Animateur 01,2025-03-08 13:59:00,sup-nzala- 01,2025-03-11 07:16:00,sup-nzala- 01,2025-03-14 06:31:00,Remise en état du panneau de clôture,,,,Said Touil,2025-05-02 20:52:00,,,,NZALA,11068.56,209.0,0.0,11277.56,Panneau de clôture incliné séparant la zone stockage import et la route périphérique en face de quai 05 au TPR.,WEB,WEB,WEB,WEB,WEB,WEB,3,71.24,23513,136.53333333333333,65.28333333333333,4,4.0,419.0,"Peinture cloture 5 KG, White spirit 5L, Diluant 5L",PEINTURE,cloture
