article,total_cost,total_quantity,request_count,cumulative_cost,cumulative_pct
Robinet cuisine mitigeur (Mur) MEDHUB,750.0,1.0,1,13252250.700000001,99.09034073795077
"Câble capotin 3G2,5	",750.0,10.0,10,13253000.700000001,99.09594867257529
"Flexible sanitaire Ø 12mm Femelle Femelle 1/2"""" 15x21",748.0,34.0,21,13253748.700000001,99.1015416527075
"Flexible sanitaire Ø 12mm Femelle Mâle 1/2"""" 15x21",726.0,33.0,22,13254474.700000001,99.10697013342403
Poignée de condamnation CND,720.0,3.0,3,13255194.700000001,99.11235375066359
Lavabo avec colonne,720.0,24.0,4,13255914.700000001,99.11773736790312
Huile hydraulique 80W90,715.0,143.0,5,13256629.700000001,99.12308359891185
Connecteur pour detecteur inductif,702.0,3.0,3,13257331.700000001,99.1283326257204
Lampe P38 18W,700.0,4.0,2,13258031.700000001,99.13356669803662
"Panneau ""Vitesse -40-""",700.0,1.0,1,13258731.700000001,99.13880077035286
Flexible toilette 100 CM,700.0,70.0,14,13259431.700000001,99.14403484266909
"Panneau ""Obligation ""flèche""",700.0,1.0,1,13260131.700000001,99.14926891498531
"Panneau "" Interdiction de tourner à gauche """,700.0,1.0,1,13260831.700000001,99.15450298730154
"Panneau ""Klaxon interdit""",700.0,1.0,1,13261531.700000001,99.15973705961775
Détecteur de mouvement apparent,690.0,69.0,9,13262221.700000001,99.16489635947234
Vanne metalique Ø50,690.0,6.0,2,13262911.700000001,99.17005565932689
Filtre à air réf : AH1136 (Cummins 110KVA).,680.0,1.0,1,13263591.700000001,99.1751401867198
Projecteur LED 480W,680.0,34.0,3,13264271.700000001,99.18022471411271
Abattant WC,675.0,15.0,15,13264946.700000001,99.18527185527478
Cheville métallique Ø20x80 avec tige filetée à expansion,672.0,24.0,5,13265618.700000001,99.19029656469836
Condensateur 10 µf,665.0,19.0,7,13266283.700000001,99.19526893339878
Ecrou de boulon M6,660.0,220.0,4,13266943.700000001,99.20020391586836
Rondelle Ø20mm,658.0,470.0,5,13267601.700000001,99.20512394384562
Paire de cosses pour batteries,658.0,7.0,2,13268259.700000001,99.21004397182287
Té retube femelle Ø16*1/2,650.0,26.0,15,13268909.700000001,99.21490418183079
Lampe T38,650.0,13.0,2,13269559.700000001,99.21976439183872
T 110 PVC HP ,640.0,8.0,1,13270199.700000001,99.22454982938498
Teinte de peinture vinylique beige,636.0,53.0,16,13270835.700000001,99.22930535794659
Goulotte de câblage,605.0,220.0,29,13271440.700000001,99.23382909187704
Bombe de peinture noir matte,602.0,14.0,5,13272042.700000001,99.23833039406898
"Batterie NP7-12 12V,7.0Ah / C20",600.0,3.0,1,13272642.700000001,99.2428167417686
Câble galvanisé MEDHUB,600.0,50.0,1,13273242.700000001,99.24730308946823
Panneau sandwich 600x60x40 MEDHUB,600.0,30.0,3,13273842.700000001,99.25178943716786
Charnière porte coupe feu,600.0,60.0,2,13274442.700000001,99.25627578486747
lampe LED B22,590.0,59.0,24,13275032.700000001,99.26068736010544
Panel LED encastré rond à 24W 6500 K,590.0,59.0,14,13275622.700000001,99.26509893534342
Manchon à sertir en aluminium ,589.0,31.0,5,13276211.700000001,99.2695030333352
La graisse à base de lithium EP2,585.0,117.0,6,13276796.700000001,99.27387722234234
Vis auto-perceuse DIN-7504-K ,570.0,190.0,3,13277366.700000001,99.27813925265697
Fourniture disjoncteur magnétothermique 40A,560.0,1.0,1,13277926.700000001,99.28232651050996
Barrette 4mm²   MEDHUB,560.0,8.0,3,13278486.700000001,99.28651376836294
Boite de sol Inox,555.0,111.0,1,13279041.700000001,99.29066363998508
Flexible M-F 1/2*3/8,550.0,25.0,9,13279591.700000001,99.2947761253764
Raccord retube femelle 16*1/2,546.0,13.0,4,13280137.700000001,99.29885870178306
Y pvc Ø110,544.0,34.0,4,13280681.700000001,99.30292632369739
Fourniture de conduite en PVC Ø75MM,540.0,18.0,2,13281221.700000001,99.30696403662705
Robinet cuisine mitigeur (Vasque) MEDHUB,540.0,18.0,2,13281761.700000001,99.31100174955671
Filtre à huile réf : LF l6015 (Cummins 110KVA).,530.0,1.0,1,13282291.700000001,99.31496469002471
Prise de courant apparent IP55 2P+T,530.0,53.0,25,13282821.700000001,99.31892763049271
Interrupteur simple allumage étanche apparent,528.0,24.0,19,13283349.700000001,99.32287561646838
Brique rouge,515.0,515.0,2,13283864.700000001,99.32672639824389
Coude pvc  Ø110/87°,512.0,32.0,8,13284376.700000001,99.3305547482809
Paumelle aluminium MEDHUB,512.0,4.0,2,13284888.700000001,99.33438309831791
Plaque de signalisation sanitaire,510.0,34.0,1,13285398.700000001,99.3381964938626
Tube 110 PEHD HP,510.0,51.0,3,13285908.700000001,99.34200988940727
Filtre à huile réf :1R-0739 (DEUTZ).,510.0,1.0,1,13286418.700000001,99.34582328495195
Cosse a sertir 25-50MM T6,500.0,20.0,1,13286918.700000001,99.34956190803497
Douille E40,500.0,50.0,1,13287418.700000001,99.353300531118
Vanne polyéthylène Ø 63,500.0,10.0,3,13287918.700000001,99.357039154201
"Cuivre avec arma Flex 3/4, 3/8 rouleau 20m MEDHUB",500.0,10.0,4,13288418.700000001,99.36077777728403
Vanne double union PPR 63,500.0,50.0,1,13288918.700000001,99.36451640036704
Vanne double union PPR 32,500.0,50.0,1,13289418.700000001,99.36825502345008
Sèche main automatique Inox MEDHUB,500.0,5.0,4,13289918.700000001,99.37199364653308
Cosse à sertir,500.0,100.0,2,13290418.700000001,99.37573226961611
Vanne d'arrêt PPR 63,500.0,50.0,1,13290918.700000001,99.37947089269913
Vanne d'arrêt PPR 32,500.0,50.0,1,13291418.700000001,99.38320951578214
split 18000 complet MEDHUB,500.0,1.0,1,13291918.700000001,99.38694813886516
Bois TEC hydrofuge,500.0,50.0,1,13292418.700000001,99.39068676194817
Bouchon  110 PVC HP,500.0,50.0,2,13292918.700000001,99.3944253850312
Fiche mâle mobile 3P+N+T 32A,500.0,50.0,1,13293418.700000001,99.39816400811422
Joint d'étanchéité bas pour portes sectionnelle,500.0,50.0,1,13293918.700000001,99.40190263119723
Joint d'étanchéité bas pour porte issue de secours,500.0,50.0,1,13294418.700000001,99.40564125428025
Fiche mâle mobile 2P+T 32A,500.0,50.0,3,13294918.700000001,99.40937987736328
Prolongateur industriel 3P+N+T 32A,500.0,50.0,1,13295418.700000001,99.4131185004463
Prolongateur industriel 2P+T 32A,500.0,50.0,1,13295918.700000001,99.41685712352931
Teinte de peinture vinylique bleu,492.0,41.0,12,13296410.700000001,99.420535928643
Cheville metallique Ø 12,482.0,241.0,24,13296892.700000001,99.42413996129503
Roulette petite axe de porte sectionnelle,480.0,3.0,2,13297372.700000001,99.42772903945473
Ballast 12 v 250 w YF,480.0,2.0,1,13297852.700000001,99.43131811761444
"Collier de serrage 7,6X340mm 100PCS MEDHUB",480.0,12.0,3,13298332.700000001,99.43490719577413
Coude 45 40 PVC HP,476.0,14.0,5,13298808.700000001,99.43846636494916
Raccord polyéthylène Ø63,475.0,19.0,2,13299283.700000001,99.44201805687804
Manomètre de pression de Circuite hydraulique de PAC,471.0,3.0,2,13299754.700000001,99.44553983982225
Colliers de serrage noir 2.5X200M (100 pcs),460.0,23.0,4,13300214.700000001,99.4489793730586
Détecteur de mouvement encastré,460.0,46.0,5,13300674.700000001,99.452418906295
Coude pvc  Ø110/45°,450.0,30.0,9,13301124.700000001,99.45578366706971
Roue de portail-FORTE CHARGE 350KG,450.0,1.0,1,13301574.700000001,99.45914842784443
"Cuivre avec arma Flex 3/8, 1/4 rouleau 20m MEDHUB",450.0,9.0,3,13302024.700000001,99.46251318861914
Fin de course,450.0,12.0,7,13302474.700000001,99.46587794939386
Prise de courant complet plinthes,450.0,90.0,2,13302924.700000001,99.46924271016859
Selecteur a clé,448.0,8.0,6,13303372.700000001,99.47259251645096
Goulotte autocolant,448.0,8.0,1,13303820.700000001,99.47594232273335
Fiche prise 2P+T 16A industrielle souple male marque famatel,442.0,17.0,9,13304262.700000001,99.47924726553875
"Collier de serrage 4,7X370mm 100PCS MEDHUB",440.0,11.0,4,13304702.700000001,99.48253725385179
Cosse a sertir STD 25MM,440.0,20.0,1,13305142.700000001,99.48582724216485
Robinet col de signe,440.0,2.0,2,13305582.700000001,99.4891172304779
Culotte  110 PVC HP,435.0,5.0,3,13306017.700000001,99.49236983256013
Scotch aluminium haut température,435.0,5.0,1,13306452.700000001,99.49562243464236
Colle bois,432.0,6.0,6,13306884.700000001,99.49885260498608
Boite étanche 240*180 MEDHUB,430.0,86.0,5,13307314.700000001,99.50206782083748
Horloge mécanique,429.0,33.0,4,13307743.700000001,99.50527555944272
Cosse 35,427.0,61.0,6,13308170.700000001,99.5084683435556
Gond à vis epiton rond,423.0,141.0,10,13308593.700000001,99.51163121868385
Lampe LED flamme E14 3000K,420.0,70.0,1,13309013.700000001,99.51477166207358
Aérosol dégrippant MEDHUB,420.0,3.0,1,13309433.700000001,99.51791210546332
Serrure porte BOIS TMSA,420.0,1.0,1,13309853.700000001,99.52105254885305
Robinet cuisine mitigeur (Vasque),420.0,14.0,6,13310273.700000001,99.52419299224279
Relais FINDER type 44.62S 10A 250V,420.0,2.0,1,13310693.700000001,99.52733343563253
Lampe LED B22 15W 6500K MEDHUB,410.0,41.0,12,13311103.700000001,99.53039910656061
ECROUS Ø14,408.0,204.0,3,13311511.700000001,99.53344982299635
Serrure de milieu sans béquille avec barillet SEVAX,400.0,20.0,1,13311911.700000001,99.53644072146275
Plaque + Support plinthes,400.0,80.0,1,13312311.700000001,99.53943161992918
Cadenas ,400.0,200.0,6,13312711.700000001,99.5424225183956
Panneau sandwich 600x60x40,400.0,20.0,1,13313111.700000001,99.545413416862
Tige fileté 1m 6 8 ET 10 Ø,400.0,16.0,2,13313511.700000001,99.54840431532843
Film sablé rouleau 30m MEDHUB,400.0,40.0,2,13313911.700000001,99.55139521379483
"Tambour de porte sectionnelle  (Ensemble: Gauche/Droit)""",400.0,20.0,1,13314311.700000001,99.55438611226126
Disjoncteur différentiel 2P*63A,400.0,2.0,1,13314711.700000001,99.55737701072766
Lampe T8 / 120cm 36W,400.0,50.0,1,13315111.700000001,99.56036790919408
Tambour de porte sectionnelle  (Ensemble: Gauche/Droit) MEDHUB,400.0,20.0,2,13315511.700000001,99.56335880766049
Manchon a sertir 16MM,400.0,20.0,1,13315911.700000001,99.56634970612691
Teinte de peinture laque vert,396.0,33.0,3,13316307.700000001,99.56931069560866
Anti gel 50% MEDHUB,395.5,70.0,3,13316703.200000001,99.57226794646733
Condensateur 35 µf,390.0,10.0,8,13317093.200000001,99.57518407247208
Cuivre de clim 3/8,390.0,6.0,1,13317483.200000001,99.57810019847683
Cable porte sectionnelle,384.0,32.0,3,13317867.200000001,99.5809714610046
Té 40 PEHD HP,384.0,8.0,3,13318251.200000001,99.58384272353236
Thermomètre de Circuite hydraulique de PAC,383.0,1.0,1,13318634.200000001,99.58670650881395
Réduction 40/32 double sortie PEHD,380.0,38.0,8,13319014.200000001,99.58954786235705
Plinthe 100x45,375.0,75.0,6,13319389.200000001,99.59235182966931
Flexible sanitaire Ø 12mm Femelle Femelle 1/2 3/8,374.0,17.0,15,13319763.200000001,99.5951483197354
Led panel 3 w rond,368.0,16.0,8,13320131.200000001,99.5978999463245
Tube LED (t8) 9W 6500K,360.0,3.0,1,13320491.200000001,99.60059175494429
SIKA FLEX ,360.0,6.0,1,13320851.200000001,99.60328356356406
Boite étanche 210*170*80,360.0,12.0,9,13321211.200000001,99.60597537218383
Disjoncteur divisionnaire 63 A 4 pôles 380V,360.0,36.0,2,13321571.200000001,99.60866718080361
Manchon a sertir 10MM,360.0,20.0,1,13321931.200000001,99.61135898942338
Kit douchette WC avec accessoires	,360.0,1.0,1,13322291.200000001,99.61405079804315
"Câble souple 3x2,5mm²",360.0,20.0,1,13322651.200000001,99.61674260666292
Vis hexagon socket head cap screw Ø 6,358.0,179.0,2,13323009.200000001,99.61941946079037
Fusible miniature corps céramique 5X20  16 A 220V,350.0,50.0,2,13323359.200000001,99.62203649694848
Coude 90 75 PEHD HP,350.0,35.0,2,13323709.200000001,99.6246535331066
Câble en acier de diamètre 4mm,350.0,70.0,7,13324059.200000001,99.62727056926471
Porte fusible modulaire compact 4 pôles 22X58,350.0,50.0,2,13324409.200000001,99.62988760542282
Fusible modulaire compact 4 pôle 20 A,350.0,50.0,2,13324759.200000001,99.63250464158094
Peinture laque 5 KG vert,340.0,2.0,1,13325099.200000001,99.63504690527739
peinture laque 5 kg jaune,340.0,2.0,2,13325439.200000001,99.63758916897383
Collecteur avec robinet TRIO,340.0,68.0,3,13325779.200000001,99.6401314326703
Disjoncteur divisionnaire 25 A 4 pôles 380V,340.0,34.0,6,13326119.200000001,99.64267369636674
Chauffeau électrique instantané,340.0,17.0,13,13326459.200000001,99.64521596006321
Ecrou de boulon M8,336.0,336.0,6,13326795.200000001,99.64772831477498
Barrette de connexion,330.0,33.0,9,13327125.200000001,99.65019580600978
Goupille de porte sectionnelle,330.0,11.0,2,13327455.200000001,99.65266329724457
scotch noir électrique,330.0,60.0,34,13327785.200000001,99.65513078847937
Coude polyéthylène Ø20 MAL,325.0,13.0,8,13328110.200000001,99.65756089348334
ECROUS Ø10,321.6,268.0,6,13328431.8,99.65996557585032
Réduction 110/100 double sortie PEHD,320.0,32.0,5,13328751.8,99.66235829462346
Cosse a sertir 16MM T6,320.0,20.0,1,13329071.8,99.6647510133966
Flexible sanitaire MF 1/2X1/2,320.0,16.0,13,13329391.8,99.66714373216972
Cosse a sertir STD 16MM,320.0,20.0,1,13329711.8,99.66953645094286
"Barrette de connexion 2,5mm",318.5,49.0,22,13330030.3,99.67191795384673
ECROUS Ø8,306.0,510.0,12,13330336.3,99.67420599117355
Vanne double raccord 40 PVC HP,300.0,30.0,1,13330636.3,99.67644916502336
Charnière en acier de 3 mm d'épaisseur,300.0,1.0,1,13330936.3,99.67869233887316
Lavabo Vasque,300.0,10.0,1,13331236.3,99.68093551272298
"Câble U1000R2V 3G1,5",300.0,100.0,1,13331536.3,99.68317868657279
Disjoncteur différentiel 63 A 300mA 4 Pôles 380V,300.0,30.0,2,13331836.3,99.68542186042261
Condensateur courant 50 Uf MEDHUB,300.0,1.0,1,13332136.3,99.68766503427241
"Vis à tôle TF PO21 acier inoxydable 5,5X60 100PCS",300.0,15.0,3,13332436.3,99.68990820812222
Vanne double raccord 110 PEHD HP,300.0,30.0,1,13332736.3,99.69215138197204
Prise monophasé femelle 16A 2P+T - 3 broches,300.0,4.0,1,13333036.3,99.69439455582186
Bornier sur rail 16mm² onka ,300.0,20.0,1,13333336.3,99.69663772967165
Starter S2 PHILPS MEDHUB,300.0,4.0,1,13333636.3,99.69888090352147
Coude pvc  Ø100/90°,297.0,33.0,8,13333933.3,99.70110164563279
Ecrous Ø16mm,281.6,128.0,4,13334214.9,99.70320723815314
Lampe T5 / 120cm,280.0,35.0,7,13334494.9,99.70530086707963
Rouleau filtre G4 MEDHUB,280.0,14.0,4,13334774.9,99.70739449600612
collier de serrage,280.0,7.0,4,13335054.9,99.7094881249326
Cosse a sertir STD 10MM T6,280.0,20.0,1,13335334.9,99.71158175385911
Compresseur 18000,280.0,14.0,1,13335614.9,99.7136753827856
Bouchon 110 PVC HP,280.0,28.0,5,13335894.9,99.71576901171208
Condensateur 45 µf,275.0,5.0,2,13336169.9,99.71782525440774
Vis autoperseurse ,272.6,1363.0,44,13336442.5,99.7198635517126
Retube Ø16,272.0,17.0,2,13336714.5,99.72189736266976
Huile 15W40 MEDHUB,267.5,50.0,1,13336982.0,99.72389752601917
Compresseur 24000,260.0,13.0,1,13337242.0,99.72584161002234
Coude retube femelle 16*1/2,260.0,5.0,3,13337502.0,99.72778569402551
Armaflex bande d'isolation autoadhésif,260.0,1.0,1,13337762.0,99.72972977802868
Vanne double raccord 40 PEHD HP,260.0,26.0,2,13338022.0,99.73167386203185
Prise de courant encastré IP55 2P+T,259.0,37.0,12,13338281.0,99.73361046878885
Siphon plastique Ø32,258.0,6.0,3,13338539.0,99.73553959829971
Condensateur de démarrage de 35 µf ,256.0,8.0,7,13338795.0,99.73745377331821
kit de fixation de robinet de lavabo,252.0,21.0,16,13339047.0,99.73933803935205
Cordon Adaptateur RGB HK117,250.0,1.0,1,13339297.0,99.74120735089356
Anti Algue,250.0,25.0,1,13339547.0,99.74307666243507
TUBE MULTICOUCHE RETUBE MEDHUB,250.0,25.0,1,13339797.0,99.74494597397657
Fourniture d'un répartiteur tétrapolaire 63A,240.0,2.0,1,13340037.0,99.74674051305642
Cheville métalique Ø16mm,240.0,120.0,5,13340277.0,99.74853505213628
Barrette  100PCS 16mm²,240.0,24.0,10,13340517.0,99.75032959121613
SIKA LATEX,240.0,4.0,1,13340757.0,99.75212413029597
Colle pour carrelage,240.0,200.0,2,13340997.0,99.75391866937582
Tube carrée 40X40 6M,240.0,20.0,1,13341237.0,99.75571320845566
Cosse a sertir 10MM T6,240.0,20.0,1,13341477.0,99.75750774753553
Cornière 40/40 6M,240.0,20.0,1,13341717.0,99.75930228661537
Boitier de commande a trois boutons,236.0,1.0,1,13341953.0,99.76106691671055
Coude pvc  Ø50/45°,234.0,18.0,11,13342187.0,99.76281659231341
Disjoncteur divisionnaire 32A 2 pôles 220V,230.0,23.0,3,13342417.0,99.7645363589316
Condensateur 06 µf,228.0,12.0,10,13342645.0,99.76624117105746
Coude polyéthylène Ø20 EGAL,225.0,9.0,5,13342870.0,99.76792355144481
Raccord polyéthylène Ø40,225.0,15.0,5,13343095.0,99.76960593183217
Acide sulferique,224.0,28.0,1,13343319.0,99.77128083497337
Tube 40 PVC HP,222.0,37.0,3,13343541.0,99.77294078362222
Coude pvc  Ø100/45°,221.0,17.0,7,13343762.0,99.77459325502491
Bouchon  110 PEHD HP,220.0,22.0,1,13343982.0,99.77623824918145
Condensateur 40 µf,220.0,4.0,4,13344202.0,99.77788324333797
Disjoncteur différentiel 63 A 300mA Bipôle 220V,220.0,22.0,2,13344422.0,99.7795282374945
Kit douche complet,220.0,1.0,1,13344642.0,99.78117323165104
Rondelle Ø16mm,218.0,218.0,9,13344860.0,99.78280327131522
Cheville metallique Ø 8,216.0,216.0,5,13345076.0,99.7844183564871
Soupape de pression,216.0,18.0,5,13345292.0,99.78603344165894
Barrette 100PCS 4mm²,210.0,3.0,3,13345502.0,99.78760366335382
prise tétrapolaire femelle 32A 3P+N+T - 5 broches,210.0,2.0,1,13345712.0,99.78917388504868
Raccord union égale,210.0,21.0,8,13345922.0,99.79074410674356
Porte fusible modulaire compact 4 pôles 8X32,210.0,30.0,1,13346132.0,99.79231432843842
Bouchon PVC Ø100,207.0,23.0,11,13346339.0,99.7938621183948
Parachute  porte sectionnelle ensemble : gauche / droit MEDHUB,206.15,35.0,3,13346545.15,99.79540355269194
Revit,202.0,202.0,9,13346747.15,99.79691395641747
Cheville embase,201.0,201.0,13,13346948.15,99.79841688289684
Douille B22,201.0,67.0,4,13347149.15,99.79991980937622
Vanne double raccord 75 PVC HP,200.0,20.0,1,13347349.15,99.80141525860942
Disjoncteur COMPACT 63 A 400V,200.0,20.0,1,13347549.15,99.80291070784263
Arma Flex tapis m²,200.0,10.0,1,13347749.15,99.80440615707585
Vanne double raccord 110 PVC HP,200.0,20.0,1,13347949.15,99.80590160630905
Disjoncteur différentiel 32 A 30mA Bipôle 220V,200.0,20.0,2,13348149.15,99.80739705554225
Coude 45 110 PEHD HP,200.0,20.0,1,13348349.15,99.80889250477546
Disjoncteur divisionnaire 25A 2 pôles 220V,200.0,20.0,1,13348549.15,99.81038795400868
Produit de nettoyage (champoing moquette) (20L),200.0,10.0,1,13348749.15,99.81188340324188
Disjoncteur COMPACT 25 A 400V,200.0,20.0,1,13348949.15,99.81337885247508
Ruban adhésif électricien (scotch) (noir-jaune-vert-rouge),200.0,20.0,3,13349149.15,99.81487430170829
Colliers serre cable en plastique,200.0,200.0,3,13349349.15,99.8163697509415
Gaz 407 13 KG,200.0,10.0,1,13349549.15,99.81786520017471
Arma Flex rouleau 18 50ml,200.0,10.0,1,13349749.15,99.81936064940791
Serre câble MEDHUB,200.0,100.0,3,13349949.15,99.82085609864112
Culotte  110 PEHD HP,200.0,20.0,1,13350149.15,99.82235154787433
Revêtement PVC MED HUB,200.0,20.0,1,13350349.15,99.82384699710754
"Collier de serrage 3,6X300mm 100PCS MEDHUB",200.0,5.0,4,13350549.15,99.82534244634074
Serrure porte en métal,200.0,40.0,2,13350749.15,99.82683789557395
Fusible aM 50A 14X51 400V,200.0,50.0,2,13350949.15,99.82833334480716
Coude retube égale Ø16 égale,196.0,14.0,6,13351145.15,99.8297988850557
Condensateur 30 µf,195.0,5.0,5,13351340.15,99.83125694805808
"Fusible ACR, tipo NT 1. In=125A. 500V- 50Hz. gL. 120kA",192.0,2.0,2,13351532.15,99.83269257932196
Panel LED apparent rond à 18W 6500 K ,192.0,96.0,23,13351724.15,99.83412821058583
Réduction 75/40 double sortie PEHD,190.0,19.0,3,13351914.15,99.83554888735739
Interrupteur simple allumage,187.0,17.0,16,13352101.15,99.83694713239043
"Manchon â sertir de diamétre 16,25,35 mm2",186.0,31.0,5,13352287.15,99.83833790017732
Cosses de batteries,184.0,8.0,4,13352471.15,99.83971371347187
Bouchon  75 PVC HP,180.0,18.0,4,13352651.15,99.84105961778175
Interrupteur poussoir avec voyant,180.0,6.0,6,13352831.15,99.84240552209165
Tube LED (T8) 18W 6500K,180.0,6.0,3,13353011.15,99.84375142640152
Interrupteur simple allumage MEDHUB,180.0,18.0,6,13353191.15,99.84509733071143
Collier polyéthylène  Ø90,180.0,2.0,2,13353371.15,99.84644323502131
Parachute  porte sectionnelle ensemble : gauche / droit,176.7,30.0,1,13353547.85,99.84776446441884
Rondelle Ø10 mm,173.0,346.0,11,13353720.85,99.84905802800557
Peinture laque 5 KG bleu,170.0,1.0,1,13353890.85,99.85032915985379
TE égale,170.0,34.0,1,13354060.85,99.85160029170201
Culotte 75 PVC HP,168.0,3.0,1,13354228.85,99.85285646905791
soupape de pression MEDHUB,168.0,14.0,4,13354396.85,99.85411264641381
Condensateur de démarrage,168.0,28.0,19,13354564.85,99.8553688237697
Teinte de peinture laque jaune,168.0,14.0,13,13354732.85,99.8566250011256
Tube PPR Ø32,162.0,9.0,2,13354894.85,99.85783631500449
Sika Top-122 ,162.0,9.0,2,13355056.85,99.85904762888339
Hublot LED 24W MEDHUB ,160.0,2.0,1,13355216.85,99.86024398826996
Relais d interface 12Vcc,160.0,2.0,2,13355376.85,99.86144034765653
Tube PPR 32,160.0,32.0,3,13355536.85,99.86263670704308
Flexible toilette 100 CM MEDHUB,160.0,16.0,2,13355696.85,99.86383306642965
Gaz 404 13 KG,160.0,8.0,5,13355856.85,99.86502942581622
Bouton poussoir industrielle,160.0,1.0,1,13356016.85,99.86622578520279
Lampe projecteur 150w RS7,160.0,1.0,1,13356176.85,99.86742214458936
Bouchon 40 PEHD,160.0,16.0,2,13356336.85,99.86861850397591
Detecteur de mouvement 360°,154.0,7.0,4,13356490.85,99.86976999988548
Cuivre avec armaflex 1/2*1/4 - rouleau 20m,154.0,1.0,1,13356644.85,99.87092149579506
Raccord cuivre 3/8,150.0,6.0,2,13356794.85,99.87204308271997
Vanne double raccord 75 PEHD HP,150.0,15.0,1,13356944.85,99.87316466964486
Raccord cuivre 1/4,150.0,6.0,2,13357094.85,99.87428625656977
Coude PVC Ø160 90°,150.0,6.0,3,13357244.85,99.87540784349468
Ecrous Ø12mm,150.0,100.0,1,13357394.85,99.8765294304196
Té polyéthylène Ø20,150.0,6.0,6,13357544.85,99.87765101734449
Lavabo d'occasion,150.0,1.0,1,13357694.85,99.8787726042694
Poignée porte en acier (Pair),150.0,15.0,11,13357844.85,99.87989419119431
Manchon polyéthylène Ø25,150.0,5.0,4,13357994.85,99.8810157781192
Réduction 100/75 double sortie PEHD,150.0,15.0,2,13358144.85,99.88213736504412
Serrure vitre INOX,148.0,74.0,2,13358292.85,99.88324399747668
Reducteur pvc 110*40,144.0,9.0,2,13358436.85,99.8843207209246
Vis de fixation,144.0,18.0,3,13358580.85,99.8853974443725
Bombe de peinture gris,144.0,4.0,3,13358724.85,99.88647416782041
Bouchon PVC Ø75,144.0,16.0,10,13358868.85,99.88755089126833
Y pvc Ø75,143.0,11.0,8,13359011.85,99.88862013747007
Vanne service de purgeur de Circuite hydraulique de PAC,140.0,1.0,1,13359151.85,99.88966695193332
Chlore 13 PH MEDHUB ,140.0,7.0,3,13359291.85,99.89071376639657
Extracteur d'air sanitaire silencieux MEDHUB,140.0,7.0,4,13359431.85,99.8917605808598
"Baguette brasure cuivre auto-décapante, diamètre 3 mm",140.0,2.0,1,13359571.85,99.89280739532305
Barrette 100PCS 4mm²  MEDHUB,140.0,2.0,2,13359711.85,99.8938542097863
Lampe projecteur 70w RS7,140.0,1.0,1,13359851.85,99.89490102424953
 Téflon,140.0,28.0,27,13359991.85,99.89594783871279
Flexible sanitaire FF 1/2X1/2,138.0,6.0,6,13360129.85,99.8969796986837
"Réduction laiton à visser MF  1"" - 1/2",138.0,6.0,4,13360267.85,99.89801155865462
Té pvc Ø100,136.0,8.0,2,13360403.85,99.8990284641332
Coude PVC Ø160 45°,135.0,3.0,2,13360538.85,99.90003789236562
Serre câble,130.0,65.0,1,13360668.85,99.9010099343672
Mamelon 1/2*1/2,130.0,5.0,3,13360798.85,99.90198197636879
"Réduction laiton à visser MF 1""-3/4",130.0,5.0,3,13360928.85,99.90295401837037
coude femlle ppr 32,130.0,26.0,6,13361058.85,99.90392606037194
Hublot blanc,129.0,3.0,3,13361187.85,99.90489062512738
Flexible sanitaire FF 3/8X1/2,128.0,8.0,8,13361315.85,99.90584771263661
Raccord polyéthylène Ø20*1/2 MAL,128.0,4.0,3,13361443.85,99.90680480014588
Connecteur pour câble torsadé - CEGELEC -,126.0,7.0,2,13361569.85,99.9077469331628
Raccord tournant femelle PPR 63,125.0,25.0,1,13361694.85,99.90868158893355
Réglette LED 1x18W Etanche MEDHUB,125.0,5.0,1,13361819.85,99.9096162447043
Fléxible mitijeur Ø3/8,125.0,5.0,5,13361944.85,99.91055090047506
Raccord tourant femelle PPR 32,125.0,25.0,1,13362069.85,99.91148555624582
Flexible sanitaire MF 3/8X3/8,124.0,4.0,3,13362193.85,99.91241273477041
Rondelle Ø12mm,120.4,172.0,7,13362314.25,99.9133129952088
Vis autoperseurse 100PCS,120.0,6.0,4,13362434.25,99.91421026474873
Raccord union réduit,120.0,12.0,3,13362554.25,99.91510753428865
Support climat,120.0,1.0,1,13362674.25,99.91600480382857
Fusible 125A - AM Ø22*58,120.0,1.0,1,13362794.25,99.91690207336849
"Colliers de serrage 3,6X300mm 100PCS MEDHUB ",120.0,3.0,2,13362914.25,99.91779934290842
Driver LED 18W MEDHUB,120.0,10.0,1,13363034.25,99.91869661244834
Interrupteur double allumage,120.0,10.0,8,13363154.25,99.91959388198826
Douille de spot,118.0,59.0,26,13363272.25,99.92047619703585
Thermostat,115.0,23.0,4,13363387.25,99.92133608034496
Té polyéthylène Ø25*3/4 FEMELLE,114.0,3.0,3,13363501.25,99.92218848640788
Condensateur 04 µf,114.0,6.0,6,13363615.25,99.92304089247082
Monchon a sertir cuivre Ø50L 10M,112.0,7.0,1,13363727.25,99.92387834404141
Coude pvc  Ø75/45°,112.0,8.0,6,13363839.25,99.924715795612
Té retube chrome 16*1/2,112.0,4.0,1,13363951.25,99.92555324718259
Câble acier 4mm,110.0,22.0,2,13364061.25,99.92637574426087
coude 45 40 PEHD HP,110.0,11.0,2,13364171.25,99.92719824133913
colle gerflex MEDHUB,110.0,11.0,3,13364281.25,99.92802073841739
Bouchon PVC Ø40,108.0,18.0,6,13364389.25,99.92882828100332
Té polyéthylène Ø50,108.0,6.0,1,13364497.25,99.92963582358925
